MODEL,MODEL_INDEX,MODEL_DESCRIPTION,FORECAST_HORIZON,PAST_HISTORY,TRAIN_MAE,TEST_MAE,TRAIN_TIME,TEST_TIME
rf,40,"(200, 6, 4, 3)",1,60,0.00017038789731175846,0.0001515798248586466,2.7573680877685547,0.014564275741577148
rf,41,"(200, 6, 4, 7)",1,60,0.00017037504939117405,0.00015163929351026548,1.6367180347442627,0.014048099517822266
rf,42,"(200, 6, 8, 1)",1,60,0.00017036429823328678,0.00015194333632374073,2.2554478645324707,0.02739405632019043
rf,43,"(200, 6, 8, 3)",1,60,0.000170350942208782,0.00015224912242748907,4.793118000030518,0.030242204666137695
rf,44,"(200, 6, 8, 7)",1,60,0.0001703364349790142,0.00015221901974040805,3.5452849864959717,0.019501924514770508
rf,45,"(200, 8, 2, 1)",1,60,0.00017032199346930985,0.00015263675072009386,2.991081953048706,0.014232158660888672
rf,46,"(200, 8, 2, 3)",1,60,0.0001703104943787956,0.00015304330878248033,2.2593207359313965,0.014482975006103516
rf,47,"(200, 8, 2, 7)",1,60,0.00017029542114718518,0.00015303899369675602,2.843751907348633,0.10530781745910645
rf,48,"(200, 8, 4, 1)",1,60,0.00017028448303365405,0.00015346603625120207,3.3946950435638428,0.015581130981445312
rf,49,"(200, 8, 4, 3)",1,60,0.00017027405852620378,0.0001539216668619848,2.2794790267944336,0.01510310173034668
rf,50,"(200, 8, 4, 7)",1,60,0.00017025171270600669,0.0001538176250691558,2.0305747985839844,0.022503137588500977
rf,51,"(200, 8, 8, 1)",1,60,0.0001702402140623497,0.0001542423571234298,2.5919599533081055,0.014932870864868164
rf,52,"(200, 8, 8, 3)",1,60,0.00017022331656278898,0.00015449021720951203,2.0124599933624268,0.015699386596679688
rf,53,"(200, 8, 8, 7)",1,60,0.00017021121508661207,0.0001544744201005339,2.2536442279815674,0.015391111373901367
rf,54,"(300, 3, 2, 1)",1,60,0.00017020807807105532,0.00015004396702807043,1.805793046951294,0.01869797706604004
rf,55,"(300, 3, 2, 3)",1,60,0.0001702035446615096,0.00015006946682174556,1.7370219230651855,0.017810344696044922
rf,56,"(300, 3, 2, 7)",1,60,0.00017020268864847242,0.00015006098924005783,1.5770459175109863,0.018496036529541016
rf,57,"(300, 3, 4, 1)",1,60,0.00017019992058848644,0.00015006259286257776,1.6768748760223389,0.018448829650878906
rf,58,"(300, 3, 4, 3)",1,60,0.00017018604913730172,0.00015005535511091969,1.589858055114746,0.016733884811401367
rf,59,"(300, 3, 4, 7)",1,60,0.00017017618861412724,0.0001500678833109257,1.372899055480957,0.016666889190673828
rf,60,"(300, 3, 8, 1)",1,60,0.00017016262305865468,0.0001500424493600053,1.7771940231323242,0.01749706268310547
rf,61,"(300, 3, 8, 3)",1,60,0.0001701694150769143,0.00015006471937402085,1.9048848152160645,0.01777482032775879
rf,62,"(300, 3, 8, 7)",1,60,0.00017016428526735875,0.0001500697605364325,1.4472367763519287,0.017117977142333984
rf,63,"(300, 6, 2, 1)",1,60,0.00017015746563595112,0.00015071136730339103,2.4530510902404785,0.021162033081054688
rf,64,"(300, 6, 2, 3)",1,60,0.000170159648074816,0.00015086529364828494,3.8692920207977295,0.027037858963012695
rf,65,"(300, 6, 2, 7)",1,60,0.00017015684766672983,0.00015112990342222815,3.3522510528564453,0.025753021240234375
rf,66,"(300, 6, 4, 1)",1,60,0.00017014870007657463,0.00015128167375230516,3.1561479568481445,0.02076411247253418
rf,67,"(300, 6, 4, 3)",1,60,0.0001701437392328213,0.000151772732941576,3.353459119796753,0.024420738220214844
rf,68,"(300, 6, 4, 7)",1,60,0.00017013122791109648,0.00015175544030591036,5.545773983001709,0.045378923416137695
rf,69,"(300, 6, 8, 1)",1,60,0.0001701333501605744,0.00015209650407497314,3.995779037475586,0.032171010971069336
rf,70,"(300, 6, 8, 3)",1,60,0.000170127844464062,0.0001524470386905071,3.890828847885132,0.0232388973236084
rf,71,"(300, 6, 8, 7)",1,60,0.0001701280135086305,0.00015255651202968109,4.002287149429321,0.02907085418701172
rf,72,"(300, 8, 2, 1)",1,60,0.0001701222166632733,0.00015294206788814578,4.538374900817871,0.020791053771972656
rf,73,"(300, 8, 2, 3)",1,60,0.0001701189630742398,0.00015353686017907956,3.5991668701171875,0.025812864303588867
rf,74,"(300, 8, 2, 7)",1,60,0.0001701031668021882,0.00015363397988511294,4.5182249546051025,0.0212099552154541
rf,75,"(300, 8, 4, 1)",1,60,0.00017008600109844876,0.0001540796264017073,3.275547981262207,0.020431041717529297
rf,76,"(300, 8, 4, 3)",1,60,0.00017007517618609772,0.0001545000063869891,3.006117105484009,0.02171802520751953
rf,77,"(300, 8, 4, 7)",1,60,0.00017005848123487953,0.00015477816968728004,2.8207430839538574,0.020149946212768555
rf,78,"(300, 8, 8, 1)",1,60,0.0001700474879983173,0.00015528302145068998,3.0416908264160156,0.01997995376586914
rf,79,"(300, 8, 8, 3)",1,60,0.00017004476655306763,0.0001555838147209385,3.5462098121643066,0.019961118698120117
rf,80,"(300, 8, 8, 7)",1,60,0.00017004315700664964,0.000155794429783275,3.2294929027557373,0.020484209060668945
rf,0,"(100, 3, 2, 1)",1,100,0.00016923284916479432,0.00015518992761981123,0.8445849418640137,0.008490800857543945
rf,1,"(100, 3, 2, 3)",1,100,0.0001691351537908796,0.00014623931936815756,0.9272720813751221,0.02577996253967285
rf,2,"(100, 3, 2, 7)",1,100,0.00016914044480990164,0.00014566700704632372,1.8310468196868896,0.016448974609375
rf,3,"(100, 3, 4, 1)",1,100,0.00016914276118797002,0.00014523892090646413,1.3700990676879883,0.0074710845947265625
rf,4,"(100, 3, 4, 3)",1,100,0.0001691299217656798,0.00014527338351095752,0.8998782634735107,0.007421970367431641
rf,5,"(100, 3, 4, 7)",1,100,0.00016912923792994052,0.00014523928184841513,1.2253870964050293,0.008087873458862305
rf,6,"(100, 3, 8, 1)",1,100,0.0001691364455565988,0.00014524712200662216,1.9761900901794434,0.0082550048828125
rf,7,"(100, 3, 8, 3)",1,100,0.0001690725279419098,0.0001451952208538611,1.1554219722747803,0.007353305816650391
rf,8,"(100, 3, 8, 7)",1,100,0.00016906750865103393,0.00014513519831071956,0.855262041091919,0.00793910026550293
rf,9,"(100, 6, 2, 1)",1,100,0.00016900677393701666,0.0001451530868993209,1.4620299339294434,0.008109092712402344
rf,10,"(100, 6, 2, 3)",1,100,0.00016902013593997716,0.00014519849037571248,1.3949811458587646,0.006903171539306641
rf,11,"(100, 6, 2, 7)",1,100,0.00016899815291654744,0.00014522270209210478,1.2742640972137451,0.008172035217285156
rf,12,"(100, 6, 4, 1)",1,100,0.00016897830286190975,0.00014515196286699248,1.3270390033721924,0.007904767990112305
rf,13,"(100, 6, 4, 3)",1,100,0.00016895252733106116,0.0001451791494831958,1.3481299877166748,0.007387876510620117
rf,14,"(100, 6, 4, 7)",1,100,0.0001689184921473829,0.0001451654651850408,1.2944281101226807,0.010064840316772461
rf,15,"(100, 6, 8, 1)",1,100,0.0001688963381390346,0.00014519149702719701,1.304577112197876,0.014389991760253906
rf,16,"(100, 6, 8, 3)",1,100,0.0001688584312757534,0.0001450839475687982,1.303790807723999,0.008225202560424805
rf,17,"(100, 6, 8, 7)",1,100,0.0001688477710909581,0.0001450843991432098,1.6778221130371094,0.02553701400756836
rf,18,"(100, 8, 2, 1)",1,100,0.0001688174828611054,0.00014518877195141507,3.441985845565796,0.025116920471191406
rf,19,"(100, 8, 2, 3)",1,100,0.0001687905684538286,0.00014513259063698438,2.8510019779205322,0.01967310905456543
rf,20,"(100, 8, 2, 7)",1,100,0.00016878873109960356,0.0001450738374170992,1.8027451038360596,0.007645130157470703
rf,21,"(100, 8, 4, 1)",1,100,0.0001687613253092933,0.00014514839805188532,1.6708638668060303,0.007727146148681641
rf,22,"(100, 8, 4, 3)",1,100,0.0001687360929751559,0.00014509486281568865,1.6649582386016846,0.008375883102416992
rf,23,"(100, 8, 4, 7)",1,100,0.00016870877079653218,0.00014511328620430637,1.5699141025543213,0.00798487663269043
rf,24,"(100, 8, 8, 1)",1,100,0.00016868578996889587,0.00014514361665951027,1.6948940753936768,0.008997917175292969
rf,25,"(100, 8, 8, 3)",1,100,0.00016865869420937615,0.00014508081680963147,1.6657309532165527,0.00829005241394043
rf,26,"(100, 8, 8, 7)",1,100,0.0001686414595731696,0.0001450578157922175,1.6152081489562988,0.007681846618652344
rf,27,"(200, 3, 2, 1)",1,100,0.00016859067920492135,0.00014458541350413694,1.496537208557129,0.012013912200927734
rf,28,"(200, 3, 2, 3)",1,100,0.0001685489102450861,0.0001445365811414891,1.3765161037445068,0.011362075805664062
rf,29,"(200, 3, 2, 7)",1,100,0.00016850307376252736,0.00014449165080708426,1.5808048248291016,0.03153181076049805
rf,30,"(200, 3, 4, 1)",1,100,0.0001684748668726635,0.0001444645907844837,2.4217050075531006,0.017473936080932617
rf,31,"(200, 3, 4, 3)",1,100,0.00016845605433379185,0.00014447272668311677,2.3992481231689453,0.013230085372924805
rf,32,"(200, 3, 4, 7)",1,100,0.00016842582664183443,0.00014440417769400209,1.7057721614837646,0.011651039123535156
rf,33,"(200, 3, 8, 1)",1,100,0.00016838947881080336,0.0001443879083824897,1.862401008605957,0.012642860412597656
rf,34,"(200, 3, 8, 3)",1,100,0.00016833719540679826,0.00014433784388495017,1.8541607856750488,0.011659622192382812
rf,35,"(200, 3, 8, 7)",1,100,0.0001683081721525055,0.00014427429082358262,1.4194998741149902,0.011718988418579102
rf,36,"(200, 6, 2, 1)",1,100,0.000168274067325901,0.00014423257259452477,2.6473000049591064,0.013550043106079102
rf,37,"(200, 6, 2, 3)",1,100,0.00016825814816336974,0.00014431157126241508,2.476917028427124,0.012602090835571289
rf,38,"(200, 6, 2, 7)",1,100,0.00016821858828569458,0.00014427228874428567,2.3318369388580322,0.012550830841064453
rf,39,"(200, 6, 4, 1)",1,100,0.0001681856115501735,0.00014421277822475312,2.620389699935913,0.013400077819824219
rf,40,"(200, 6, 4, 3)",1,100,0.00016815618036807798,0.0001442550019755792,2.6627159118652344,0.013020992279052734
rf,41,"(200, 6, 4, 7)",1,100,0.00016813863684186448,0.0001442731092488614,2.549351930618286,0.01197195053100586
rf,42,"(200, 6, 8, 1)",1,100,0.00016812685292214702,0.00014429703349727005,2.489065408706665,0.011468172073364258
rf,43,"(200, 6, 8, 3)",1,100,0.00016809111468228124,0.00014429969219401721,2.454237222671509,0.011632919311523438
rf,44,"(200, 6, 8, 7)",1,100,0.00016805837790785,0.0001442677355126995,2.4682369232177734,0.020642757415771484
rf,45,"(200, 8, 2, 1)",1,100,0.00016802458124990898,0.00014423130089276845,4.901932001113892,0.06354880332946777
rf,46,"(200, 8, 2, 3)",1,100,0.00016801470073609742,0.00014427020966071546,5.381655216217041,0.013875007629394531
rf,47,"(200, 8, 2, 7)",1,100,0.0001680004222188477,0.00014423031248809063,3.003678798675537,0.01221609115600586
rf,48,"(200, 8, 4, 1)",1,100,0.00016798480670447954,0.00014423191981980868,4.089423179626465,0.015084981918334961
rf,49,"(200, 8, 4, 3)",1,100,0.00016796314307057693,0.00014420999817141484,3.9796879291534424,0.013447999954223633
rf,50,"(200, 8, 4, 7)",1,100,0.00016795178563529446,0.00014422059592907388,3.782628059387207,0.012616157531738281
rf,51,"(200, 8, 8, 1)",1,100,0.00016794105978864223,0.00014422174467122718,3.1282119750976562,0.01255035400390625
rf,52,"(200, 8, 8, 3)",1,100,0.00016793105599267725,0.0001442659526165857,3.3956410884857178,0.019217729568481445
rf,53,"(200, 8, 8, 7)",1,100,0.00016790272373602732,0.00014424218379189055,5.539999008178711,0.01277303695678711
rf,54,"(300, 3, 2, 1)",1,100,0.00016788910478757538,0.00014379123298316295,2.451289176940918,0.018717050552368164
rf,55,"(300, 3, 2, 3)",1,100,0.0001678751067404971,0.0001437851035317142,3.0475404262542725,0.035989999771118164
rf,56,"(300, 3, 2, 7)",1,100,0.000167865707715477,0.00014376696677977796,2.7873542308807373,0.01572394371032715
rf,57,"(300, 3, 4, 1)",1,100,0.00016783922844106297,0.00014371374101606983,2.228808879852295,0.018159151077270508
rf,58,"(300, 3, 4, 3)",1,100,0.00016782099781285605,0.00014371433245541538,4.569114923477173,0.01765298843383789
rf,59,"(300, 3, 4, 7)",1,100,0.00016780311753830928,0.00014366795795262027,3.307587146759033,0.04998493194580078
rf,60,"(300, 3, 8, 1)",1,100,0.00016778002213051527,0.00014362506382840118,4.05708909034729,0.029646873474121094
rf,61,"(300, 3, 8, 3)",1,100,0.0001677679335729429,0.00014361079645908406,2.923893690109253,0.048345088958740234
rf,62,"(300, 3, 8, 7)",1,100,0.00016774682193936325,0.00014360418203160008,3.3659720420837402,0.017770051956176758
rf,63,"(300, 6, 2, 1)",1,100,0.00016773098299728228,0.00014354574614261552,7.436381816864014,0.019109249114990234
rf,64,"(300, 6, 2, 3)",1,100,0.00016770779875074278,0.00014359937821126724,4.817612171173096,0.019441843032836914
rf,65,"(300, 6, 2, 7)",1,100,0.00016767066425077686,0.0001435537018903967,6.276638984680176,0.019416093826293945
rf,66,"(300, 6, 4, 1)",1,100,0.00016766026519062966,0.00014346434227614647,5.830859899520874,0.018677949905395508
rf,67,"(300, 6, 4, 3)",1,100,0.00016765037136222568,0.00014358844017967442,7.048772811889648,0.047843217849731445
rf,68,"(300, 6, 4, 7)",1,100,0.0001676314197720594,0.0001435723591571633,5.9232988357543945,0.018378019332885742
rf,69,"(300, 6, 8, 1)",1,100,0.0001676208453405081,0.0001435888167872224,4.652453184127808,0.06190896034240723
rf,70,"(300, 6, 8, 3)",1,100,0.00016760951142678925,0.00014359997306164515,5.351505994796753,0.01906895637512207
rf,71,"(300, 6, 8, 7)",1,100,0.00016760149566963362,0.00014360355548454954,6.370683193206787,0.031362056732177734
rf,72,"(300, 8, 2, 1)",1,100,0.00016759232509660045,0.00014364832764771995,8.134296178817749,0.03640913963317871
rf,73,"(300, 8, 2, 3)",1,100,0.00016758713145249176,0.00014363704248836887,8.49832797050476,0.02070307731628418
rf,74,"(300, 8, 2, 7)",1,100,0.00016758310545655366,0.0001436285417428078,6.854690790176392,0.04847216606140137
rf,75,"(300, 8, 4, 1)",1,100,0.00016758024229764843,0.00014363143323576188,9.07192587852478,0.019708871841430664
rf,76,"(300, 8, 4, 3)",1,100,0.0001675647449938267,0.00014365590445657506,7.879630088806152,0.018513202667236328
rf,77,"(300, 8, 4, 7)",1,100,0.0001675489847916319,0.00014362283596805171,8.800819873809814,0.03405618667602539
rf,78,"(300, 8, 8, 1)",1,100,0.00016753549714261696,0.00014361179134384967,7.665220022201538,0.02196788787841797
rf,79,"(300, 8, 8, 3)",1,100,0.00016751635178080404,0.00014363658069535844,5.838829040527344,0.021371126174926758
rf,80,"(300, 8, 8, 7)",1,100,0.00016751030191657619,0.0001436199976649671,6.860010862350464,0.020251750946044922
rf,0,"(100, 3, 2, 1)",1,120,0.00016895443182839002,0.00015376334434432832,0.7991621494293213,0.007462263107299805
rf,1,"(100, 3, 2, 3)",1,120,0.00016859775868559713,0.0001509165742707371,0.8208208084106445,0.007585048675537109
rf,2,"(100, 3, 2, 7)",1,120,0.0001684766002373463,0.00015291299921615383,1.0028448104858398,0.008868932723999023
rf,3,"(100, 3, 4, 1)",1,120,0.0001682558556812607,0.0001526229069219566,0.8536760807037354,0.0075588226318359375
rf,4,"(100, 3, 4, 3)",1,120,0.00016801926182170688,0.00015209910991817292,1.0526478290557861,0.007009029388427734
rf,5,"(100, 3, 4, 7)",1,120,0.0001677958588766096,0.00015094025200384183,1.0137531757354736,0.010696172714233398
rf,6,"(100, 3, 8, 1)",1,120,0.00016768874652136752,0.00015060930545980804,1.3621690273284912,0.01543879508972168
rf,7,"(100, 3, 8, 3)",1,120,0.00016764658005256165,0.0001506651689776563,1.8686048984527588,0.02225494384765625
rf,8,"(100, 3, 8, 7)",1,120,0.0001675913359857724,0.00015042593674313056,1.0468249320983887,0.007622957229614258
rf,9,"(100, 6, 2, 1)",1,120,0.00016760448364455484,0.00015020941974782347,2.9085888862609863,0.007800102233886719
rf,10,"(100, 6, 2, 3)",1,120,0.00016763145818454977,0.0001503090981211051,2.2667109966278076,0.007640838623046875
rf,11,"(100, 6, 2, 7)",1,120,0.0001676479884262942,0.00015027094981837647,2.3562519550323486,0.008635997772216797
rf,12,"(100, 6, 4, 1)",1,120,0.00016765308391667006,0.00015049905030385896,2.203807830810547,0.00846099853515625
rf,13,"(100, 6, 4, 3)",1,120,0.00016763830211481354,0.0001503393942152872,3.0250930786132812,0.008549690246582031
rf,14,"(100, 6, 4, 7)",1,120,0.0001676149556859652,0.00015019329106445584,1.7301888465881348,0.008706092834472656
rf,15,"(100, 6, 8, 1)",1,120,0.0001675577590010808,0.0001501264292452687,2.141356945037842,0.0070247650146484375
rf,16,"(100, 6, 8, 3)",1,120,0.00016751067806872487,0.0001499633531796587,1.5283639430999756,0.0076999664306640625
rf,17,"(100, 6, 8, 7)",1,120,0.00016748239697939802,0.0001498112208128849,1.5113751888275146,0.007989645004272461
rf,18,"(100, 8, 2, 1)",1,120,0.00016748004059861512,0.00014952029156284726,3.4025990962982178,0.012846946716308594
rf,19,"(100, 8, 2, 3)",1,120,0.0001674567056728854,0.00014951356419067027,2.0776991844177246,0.009120702743530273
rf,20,"(100, 8, 2, 7)",1,120,0.0001674464920252381,0.0001495838637345194,2.4785051345825195,0.008526802062988281
rf,21,"(100, 8, 4, 1)",1,120,0.0001674092573631651,0.0001497231517356981,2.1445209980010986,0.009192943572998047
rf,22,"(100, 8, 4, 3)",1,120,0.00016738643975184168,0.00014975277274998814,1.9973289966583252,0.007073879241943359
rf,23,"(100, 8, 4, 7)",1,120,0.00016732961031254453,0.0001498035537695941,1.7638041973114014,0.0068531036376953125
rf,24,"(100, 8, 8, 1)",1,120,0.00016728338451160344,0.00014983714910382732,1.856910228729248,0.007545948028564453
rf,25,"(100, 8, 8, 3)",1,120,0.00016730487975023074,0.00014984686084964618,1.7860710620880127,0.007173776626586914
rf,26,"(100, 8, 8, 7)",1,120,0.00016729559151117747,0.00014987702200245487,1.727182149887085,0.0073070526123046875
rf,27,"(200, 3, 2, 1)",1,120,0.00016731200638484898,0.00014950300229724637,1.617703914642334,0.011430978775024414
rf,28,"(200, 3, 2, 3)",1,120,0.0001673378953421253,0.00014936853216191472,1.6103661060333252,0.011510848999023438
rf,29,"(200, 3, 2, 7)",1,120,0.00016734808703908416,0.00014936536667995928,1.6023609638214111,0.011578083038330078
rf,30,"(200, 3, 4, 1)",1,120,0.0001673543967302848,0.0001493769055197127,2.8262948989868164,0.016740083694458008
rf,31,"(200, 3, 4, 3)",1,120,0.0001673728897229492,0.00014938939769878486,2.803203821182251,0.038779258728027344
rf,32,"(200, 3, 4, 7)",1,120,0.00016739478596974544,0.0001494039151939376,2.2105891704559326,0.019587993621826172
rf,33,"(200, 3, 8, 1)",1,120,0.00016741189463479863,0.00014942966381427633,2.1047990322113037,0.011372089385986328
rf,34,"(200, 3, 8, 3)",1,120,0.0001674209324240535,0.00014944127354964262,1.841317892074585,0.011990070343017578
rf,35,"(200, 3, 8, 7)",1,120,0.00016743924914708024,0.0001494499595813996,3.837465286254883,0.013515949249267578
rf,36,"(200, 6, 2, 1)",1,120,0.00016745381848695814,0.00014948738535039955,3.4380221366882324,0.012107133865356445
rf,37,"(200, 6, 2, 3)",1,120,0.00016747274382878435,0.00014947427646391255,5.04647970199585,0.03459978103637695
rf,38,"(200, 6, 2, 7)",1,120,0.0001674677602806409,0.00014945398614836465,6.8664939403533936,0.015208959579467773
rf,39,"(200, 6, 4, 1)",1,120,0.00016747630966911154,0.00014945703141925303,4.697530269622803,0.012373924255371094
rf,40,"(200, 6, 4, 3)",1,120,0.00016748689403519497,0.00014945562906508436,4.605531692504883,0.015506982803344727
rf,41,"(200, 6, 4, 7)",1,120,0.00016749555479716912,0.00014944601150951515,5.630285263061523,0.034773826599121094
rf,42,"(200, 6, 8, 1)",1,120,0.0001675050674485049,0.0001494586003578221,4.2873241901397705,0.01146078109741211
rf,43,"(200, 6, 8, 3)",1,120,0.0001675221975104435,0.00014945385828597573,2.9912211894989014,0.01422882080078125
rf,44,"(200, 6, 8, 7)",1,120,0.00016753070892026146,0.00014945562922400826,3.0089938640594482,0.012559652328491211
rf,45,"(200, 8, 2, 1)",1,120,0.00016753960763974424,0.0001494532968897751,4.455000162124634,0.01394510269165039
rf,46,"(200, 8, 2, 3)",1,120,0.000167548005980539,0.00014945506793284644,4.826701879501343,0.025248050689697266
rf,47,"(200, 8, 2, 7)",1,120,0.00016754982695116522,0.00014945650539100426,5.442650079727173,0.013348102569580078
rf,48,"(200, 8, 4, 1)",1,120,0.00016756202155677715,0.00014945480029026752,7.1752541065216064,0.019294261932373047
rf,49,"(200, 8, 4, 3)",1,120,0.00016756342234497065,0.00014945581753380037,6.0780110359191895,0.013293743133544922
rf,50,"(200, 8, 4, 7)",1,120,0.00016757363219800482,0.00014943113459984055,4.844680070877075,0.0217740535736084
rf,51,"(200, 8, 8, 1)",1,120,0.00016757732409204874,0.00014943198167572782,5.921365022659302,0.013346195220947266
rf,52,"(200, 8, 8, 3)",1,120,0.00016757869497886554,0.00014942176270978544,4.146106004714966,0.013778924942016602
rf,53,"(200, 8, 8, 7)",1,120,0.00016758159696410186,0.00014939950497439453,5.206275224685669,0.014601945877075195
rf,54,"(300, 3, 2, 1)",1,120,0.00016758812821543058,0.00014971327477957178,3.98528790473938,0.018933773040771484
rf,55,"(300, 3, 2, 3)",1,120,0.00016759711696519926,0.00014972072427626244,4.643327951431274,0.031748056411743164
rf,56,"(300, 3, 2, 7)",1,120,0.00016761141823592193,0.00014973198312839402,3.9008350372314453,0.0864722728729248
rf,57,"(300, 3, 4, 1)",1,120,0.00016762193720834453,0.00014975137591505836,3.470226287841797,0.016592979431152344
rf,58,"(300, 3, 4, 3)",1,120,0.0001676294910552619,0.00014977242444826893,2.843132972717285,0.018842697143554688
rf,59,"(300, 3, 4, 7)",1,120,0.0001676429684457864,0.00014978896941977062,3.686969041824341,0.01909804344177246
rf,60,"(300, 3, 8, 1)",1,120,0.00016765514314045528,0.0001498105349351478,3.723851203918457,0.018213748931884766
rf,61,"(300, 3, 8, 3)",1,120,0.00016765840749776096,0.00014982717437873498,3.0488667488098145,0.020135879516601562
rf,62,"(300, 3, 8, 7)",1,120,0.0001676728730003783,0.00014984264229860365,4.403046369552612,0.03907036781311035
rf,63,"(300, 6, 2, 1)",1,120,0.00016767509510131817,0.00014986873415913162,4.461333751678467,0.018913984298706055
rf,64,"(300, 6, 2, 3)",1,120,0.00016768554776317932,0.00014986115491410397,11.791038990020752,0.050690650939941406
rf,65,"(300, 6, 2, 7)",1,120,0.00016769071407285766,0.0001498290989281163,11.596387147903442,0.050391197204589844
rf,66,"(300, 6, 4, 1)",1,120,0.00016769998074013425,0.00014985051103799362,8.150779962539673,0.019837141036987305
rf,67,"(300, 6, 4, 3)",1,120,0.00016770258587448536,0.0001498268703612174,5.6509010791778564,0.018368005752563477
rf,68,"(300, 6, 4, 7)",1,120,0.00016770903014749582,0.0001498240623696561,5.784814834594727,0.017960309982299805
rf,69,"(300, 6, 8, 1)",1,120,0.00016771184047640174,0.0001498256388565812,5.316263198852539,0.01991105079650879
rf,70,"(300, 6, 8, 3)",1,120,0.0001677188869663408,0.000149817842011772,9.385930061340332,0.021856069564819336
rf,71,"(300, 6, 8, 7)",1,120,0.0001677240045641912,0.00014981038274986187,12.324836254119873,0.09149813652038574
rf,72,"(300, 8, 2, 1)",1,120,0.00016773514065772564,0.000149810927150164,13.441420078277588,0.04276585578918457
rf,73,"(300, 8, 2, 3)",1,120,0.00016773702577732285,0.00014981036328401981,12.325403928756714,0.033835649490356445
rf,74,"(300, 8, 2, 7)",1,120,0.0001677416021373453,0.00014981271663398404,12.420717000961304,0.030200958251953125
rf,75,"(300, 8, 4, 1)",1,120,0.00016774814532972588,0.00014980031441284237,11.490038871765137,0.021585941314697266
rf,76,"(300, 8, 4, 3)",1,120,0.0001677590268424087,0.00014979399778435317,8.93562126159668,0.025730133056640625
rf,77,"(300, 8, 4, 7)",1,120,0.00016776574144959427,0.0001497738145990536,7.581958293914795,0.04870128631591797
rf,78,"(300, 8, 8, 1)",1,120,0.0001677748655148047,0.00014976828392549915,9.67534589767456,0.018413782119750977
rf,79,"(300, 8, 8, 3)",1,120,0.000167784687698445,0.00014976191357267426,5.772791862487793,0.026174068450927734
